% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5 +1.344828813e+03 +1.344828813e+03 +1.326208813e+03 +1.326208813e+03 +3.5584e+00 +2.9847e+00 -8.3099e-02 +3.8544e+00 +1.9038e+00 +3.5552e+00 +3.3022e+00 -4.3554e+00 +1.9712e+00 +1.1200e+00 -2.8488e+00 +1.7154e+00 -2.5298e+00 +4.8169e+00 -7.7949e-01 +3.2725e+00 -4.1164e+00 +3.1393e+00 -3.5476e+00 -2.4404e+00
10 +1.237577658e+03 +1.237577658e+03 +1.218957658e+03 +1.218957658e+03 -3.0850e-01 -3.2380e+00 -4.5742e+00 +2.4067e+00 -4.8874e+00 +3.6965e+00 -1.2343e+00 -1.5832e+00 -2.9938e+00 -3.1589e-01 -3.5820e+00 +2.5945e+00 -2.9190e+00 -1.5896e+00 -3.4828e+00 +1.0121e+00 -1.3355e+00 +3.5740e+00 -5.8651e-01 -1.2767e+00
20 +1.142232955e+03 +1.142232955e+03 +1.123612955e+03 +1.123612955e+03 -1.9861e+00 -1.2023e+00 -1.8124e+00 -1.1065e+00 +4.9742e+00 +1.0751e+00 -2.7246e+00 -1.0221e-01 -4.0265e-01 -4.3261e+00 -1.1338e+00 -3.9957e+00 +6.0258e-01 +1.3688e+00 -9.0010e-01 -3.1052e-01 -2.9002e+00 -2.4809e+00 -2.6918e+00 -4.2657e+00
21 +1.026706503e+03 +1.026706503e+03 +1.008086503e+03 +1.008086503e+03 +2.0659e+00 +1.5059e-01 -1.1833e+00 +1.9614e+00 +1.9844e+00 +2.0084e+00 -3.7377e+00 -3.4328e+00 -2.9597e+00 +1.9940e+00 -7.5341e-01 +2.5685e+00 -4.2888e+00 +6.6803e-01 +1.0044e+00 -1.2545e+00 -3.2137e+00 -5.3078e-01 +4.5644e+00 +4.1936e-02
101 +9.828538532e+02 +9.828538532e+02 +9.642338532e+02 +9.642338532e+02 -1.9190e+00 +1.7493e+00 -5.4266e-01 -9.2443e-02 -3.7305e+00 +4.4669e+00 -9.5926e-01 -2.7390e+00 +4.6263e+00 -3.6941e+00 -3.9974e+00 -9.9408e-01 +7.8718e-01 -1.3725e+00 -4.8528e+00 +9.5244e-01 +2.9958e+00 -1.3669e+00 -4.2447e+00 -4.3369e+00
118 +8.748677887e+02 +8.748677887e+02 +8.562477887e+02 +8.562477887e+02 +3.2175e+00 -3.7875e+00 -2.3613e+00 -1.3162e+00 -4.5603e+00 +2.3823e+00 -1.0859e+00 -4.8735e+00 +9.6743e-01 +4.4019e-01 -3.4601e+00 +1.4226e+00 -3.5680e+00 +1.1778e+00 +2.4586e+00 +2.1431e+00 -4.8578e+00 +1.2840e+00 -4.9751e+00 -1.1354e-01
125 +8.510634574e+02 +8.510634574e+02 +8.324434574e+02 +8.324434574e+02 +1.6103e+00 +4.5936e+00 +1.1462e+00 +1.3019e+00 +1.6420e+00 +2.3261e+00 -9.6926e-01 -1.7386e+00 -2.0178e+00 -1.9640e+00 -7.6629e-01 +2.4085e+00 +3.0839e+00 -4.8436e-01 -2.5844e+00 +4.6779e+00 -2.0647e+00 -2.3617e+00 -2.6838e+00 +9.4175e-01
261 +7.311183534e+02 +7.311183534e+02 +7.124983534e+02 +7.124983534e+02 -1.3583e+00 -1.2268e+00 +2.6633e+00 +2.6755e-01 -3.2001e+00 +4.3316e+00 -4.0819e+00 -2.8298e+00 +3.6703e+00 +8.4376e-01 -4.7449e+00 -2.6644e+00 +1.9626e+00 +2.3735e+00 +1.2460e+00 -9.1751e-01 +8.5592e-02 +8.1450e-01 -2.6958e+00 -2.8344e+00
353 +7.030444827e+02 +7.030444827e+02 +6.844244827e+02 +6.844244827e+02 +3.6468e+00 -3.3397e+00 -1.4291e+00 +3.2814e+00 -1.9932e+00 +1.2000e+00 -7.0912e-01 -3.3265e+00 -2.9642e-01 -7.3205e-01 -2.0553e+00 +3.1611e+00 -2.6341e+00 +2.4866e-01 +1.2869e+00 +1.1180e+00 -3.2400e-01 +2.1796e-01 -6.5540e-01 +1.5334e+00
361 +5.987118603e+02 +5.987118603e+02 +5.800918603e+02 +5.800918603e+02 +2.8455e+00 -2.6790e+00 +2.4390e+00 +1.0809e+00 -7.8798e-02 -1.1586e+00 -3.2682e+00 +7.9900e-01 -1.1535e+00 -4.6589e+00 -2.1772e+00 -9.1879e-01 -1.9504e+00 -2.2548e+00 +2.2246e+00 +1.1200e+00 +1.8682e+00 -2.7706e-01 +1.3031e+00 -1.6354e+00
2368 +5.633858694e+02 +5.633858694e+02 +5.447658694e+02 +5.447658694e+02 +1.1020e+00 +2.4821e+00 +1.9143e+00 +2.2621e+00 +4.2804e+00 -3.3395e-01 -4.4335e+00 -5.7239e-01 +2.3151e+00 -3.9250e+00 -4.0032e+00 -2.1321e+00 -2.9642e+00 -2.0009e+00 +2.2395e+00 +4.1558e+00 -9.8759e-01 -9.1411e-01 -1.8054e+00 +1.9624e+00
5259 +5.071556930e+02 +5.071556930e+02 +4.885356930e+02 +4.885356930e+02 +1.7108e+00 +3.8094e+00 -1.1089e+00 -1.0374e+00 -1.8135e+00 +2.5848e+00 +2.7383e-01 -1.2819e-01 -7.3931e-01 -2.6371e-01 -2.5416e+00 -3.5219e+00 -2.6145e-01 -1.2049e+00 +3.9160e+00 +4.8302e+00 -1.6831e-01 +4.4208e-01 -4.1605e+00 +2.0236e+00
12915 +4.600679994e+02 +4.600679994e+02 +4.414479994e+02 +4.414479994e+02 +4.9331e+00 +5.0936e-01 -1.7662e+00 +3.4398e+00 +2.1256e+00 +2.5380e+00 -3.4095e+00 -1.9974e+00 -1.6582e-01 -2.9726e+00 -1.1422e+00 -4.9469e+00 -2.1898e+00 +2.9941e+00 +4.9953e+00 +4.4025e+00 +1.0413e+00 +4.5673e-01 +1.4252e+00 -9.1725e-01
13095 +3.723827082e+02 +3.723827082e+02 +3.537627082e+02 +3.537627082e+02 +3.7821e+00 +2.6824e+00 +7.4456e-01 +2.7251e+00 -4.6005e-01 +5.5154e-01 -2.5553e+00 +1.3487e+00 +3.8278e+00 -3.7254e+00 -5.1581e-01 -4.4444e+00 -3.4623e+00 -1.2693e+00 +3.0947e+00 +1.5840e+00 +1.5192e+00 +8.5373e-01 -2.2889e+00 -2.3578e-02
1292092 +3.556487016e+02 +3.556487016e+02 +3.370287016e+02 +3.370287016e+02 +3.8179e+00 +2.6317e+00 -1.3356e+00 -4.8568e-01 -2.4310e+00 +1.4607e+00 -1.5155e+00 -3.0188e+00 +2.0419e+00 -2.3994e+00 -3.7837e+00 -4.1101e+00 -3.1127e-01 +2.3809e+00 +4.9030e+00 +2.1859e+00 -7.5287e-01 +4.4162e+00 -1.5363e+00 +1.3587e+00
1436687 +2.781248231e+02 +2.781248231e+02 +2.595048231e+02 +2.595048231e+02 +2.8473e+00 -5.2488e-01 -8.0673e-01 +2.2773e+00 -1.2387e+00 +4.5231e+00 -4.4400e+00 -1.3619e-01 +3.6094e+00 -1.3289e+00 -3.1418e+00 +4.9541e-01 -2.3783e+00 +2.2453e+00 +3.7557e+00 +3.0965e+00 +2.0264e+00 +1.8574e+00 +1.0228e+00 +2.4423e+00
32318845 +2.589407040e+02 +2.589407040e+02 +2.403207040e+02 +2.403207040e+02 +1.5645e+00 +9.4739e-01 -1.3688e+00 +1.4310e+00 -3.3467e+00 +9.3478e-01 -3.7270e+00 -1.7769e+00 +4.3383e+00 -4.6577e+00 -2.7834e+00 -2.0800e+00 -6.0904e-01 +1.5551e-01 +3.4384e+00 +3.5135e+00 +2.0624e+00 +9.1386e-01 -2.5894e+00 +2.7858e-01
137158527 +2.506725681e+02 +2.506725681e+02 +2.320525681e+02 +2.320525681e+02 +3.1305e+00 +2.3196e+00 -1.4703e+00 +1.1609e+00 -3.7294e+00 +8.8330e-01 -2.5221e+00 -3.0011e+00 +1.3622e+00 -1.1775e+00 -3.1830e+00 -1.4911e+00 -3.1117e+00 +2.8075e+00 +1.3425e+00 +3.0613e+00 +6.6252e-01 +1.4237e+00 -9.2314e-01 +8.7423e-01
% function evaluation | noise-free fitness - Fopt (2.764000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.753793283e+03 +6.753793283e+03 +6.781433283e+03 +6.781433283e+03 -4.8206e+00 -9.0953e-01 +3.8143e+00 -2.5978e+00 +4.7190e+00 -3.9278e+00 +6.5150e-03 +1.6516e+00 -9.7825e-01 -4.0174e+00 -1.2397e+00 +3.0194e+00 -3.4610e+00 +2.8632e-02 -1.2403e+00 +1.1979e+00 -2.0829e-01 +4.8591e+00 +4.2916e+00 +7.5858e-03
2 +2.995148731e+03 +2.995148731e+03 +3.022788731e+03 +3.022788731e+03 -3.6380e+00 +4.3373e+00 +2.5940e-01 +1.7412e-01 -1.9284e+00 +2.3928e+00 -2.4199e+00 +2.6015e+00 +2.9101e+00 -4.7097e+00 -2.6586e+00 -3.6042e+00 +3.5836e+00 +1.2559e+00 +2.4110e+00 +2.9354e+00 +4.5106e-01 +4.6881e+00 -9.7636e-01 +1.9434e+00
3 +2.164920051e+03 +2.164920051e+03 +2.192560051e+03 +2.192560051e+03 +7.2747e-01 +2.9548e-01 -1.1494e-01 +7.3867e-01 -3.8021e+00 -6.8986e-01 -2.4440e+00 -1.7595e-01 +3.1646e-01 -1.5547e+00 -4.1694e+00 +1.9790e+00 +9.0161e-01 -4.2717e-01 -6.1793e-01 +4.2277e+00 -4.6659e+00 +3.0712e+00 -2.4400e+00 +2.4183e+00
4 +1.103073157e+03 +1.103073157e+03 +1.130713157e+03 +1.130713157e+03 +6.9745e-01 -4.1618e+00 -2.5281e+00 -1.5826e+00 +1.1468e+00 +2.3422e+00 +8.3656e-01 -5.2894e-01 -2.1665e+00 +4.1160e+00 -7.6237e-01 +2.6829e+00 -1.4510e+00 -3.1632e-01 +3.1503e+00 +1.8905e+00 -1.1333e+00 -4.8486e+00 +2.7806e+00 -4.0114e+00
15 +1.013011208e+03 +1.013011208e+03 +1.040651208e+03 +1.040651208e+03 +2.4305e+00 +2.6877e-01 -1.8721e+00 +8.7665e-01 -2.9664e+00 +2.8669e+00 -7.0040e-01 +2.9493e-01 +2.7852e+00 -3.7301e+00 +3.9315e+00 +2.9088e+00 +1.1843e+00 +1.0729e+00 +4.0884e+00 -1.3546e+00 -4.0808e+00 -3.2990e-01 +1.8764e+00 -1.0530e+00
54 +8.983608538e+02 +8.983608538e+02 +9.260008538e+02 +9.260008538e+02 +1.1739e+00 +1.2705e+00 -2.1962e+00 +8.0189e-02 -2.3827e+00 +1.8673e+00 -1.4313e+00 -1.2819e+00 -3.0001e+00 -2.4604e+00 +3.3350e-01 -1.0309e+00 +2.9862e+00 +8.7877e-02 +5.5434e-01 +7.3005e-01 +3.3033e+00 -8.7559e-01 -4.2866e+00 -4.0990e+00
55 +8.349285791e+02 +8.349285791e+02 +8.625685791e+02 +8.625685791e+02 +4.2522e+00 -2.6436e-01 -8.0861e-01 +3.8336e+00 +9.8667e-01 +1.1096e+00 +1.1924e+00 -2.5968e-01 -3.7122e+00 -6.8797e-01 +2.8760e+00 +1.2819e+00 +3.5156e+00 -1.2695e+00 -4.3480e+00 +7.3694e-01 +1.4404e+00 -2.8146e+00 +4.2689e-02 -1.8944e+00
123 +8.092143532e+02 +8.092143532e+02 +8.368543532e+02 +8.368543532e+02 -3.5898e+00 +3.6296e+00 -4.9203e+00 +1.5187e+00 -1.5072e+00 -2.2502e+00 -3.0714e+00 +1.1782e+00 -8.9436e-01 -3.3230e-01 -1.5036e+00 -3.5448e+00 +1.5587e-01 -3.5100e+00 +4.4519e+00 +8.9443e-01 -2.2920e+00 -4.5247e+00 +8.7218e-01 +1.2226e+00
334 +6.980481630e+02 +6.980481630e+02 +7.256881630e+02 +7.256881630e+02 +2.4393e+00 -4.2726e+00 +2.7735e+00 +3.1675e+00 +3.2998e+00 -2.4886e+00 -2.0090e+00 -4.7206e+00 +3.4870e-01 -4.6004e+00 +4.1274e+00 -2.4625e+00 +3.8952e+00 -4.4282e+00 +4.7591e+00 -2.0763e+00 -3.7787e-01 -2.6986e+00 -2.4619e+00 +3.9823e+00
403 +5.707072736e+02 +5.707072736e+02 +5.983472736e+02 +5.983472736e+02 +3.0663e+00 +3.9127e+00 -2.6529e+00 +1.8530e+00 +2.9897e+00 -4.1878e-01 +2.1195e-01 +4.0549e-01 -2.6440e+00 +3.3077e+00 +4.7497e+00 +6.1227e-02 +3.4581e+00 -1.6165e+00 +1.1810e+00 -1.2066e+00 -3.1065e-01 -7.4576e-01 -3.6257e+00 +2.4046e+00
475 +5.291614690e+02 +5.291614690e+02 +5.568014690e+02 +5.568014690e+02 +1.0319e+00 +3.0972e+00 -3.5551e+00 +5.4189e-01 -4.0798e+00 +2.3234e+00 -4.0109e+00 -3.7735e+00 -3.3110e+00 -7.0790e-01 +3.3621e+00 -3.7388e+00 +1.7638e+00 -2.1753e-01 +3.6728e+00 -2.1847e+00 +8.8071e-01 -4.9470e+00 +2.9437e-01 +4.3898e+00
2892 +4.734773719e+02 +4.734773719e+02 +5.011173719e+02 +5.011173719e+02 -1.5941e+00 -1.0126e-01 -4.2702e+00 -6.3985e-01 +3.2672e+00 +2.7846e+00 -1.4411e+00 -2.4649e+00 -1.1674e+00 +1.1993e+00 -1.2866e+00 +2.4478e-01 +1.2608e+00 -1.1179e+00 -2.6042e+00 -2.5251e+00 -3.5711e+00 -2.1285e+00 +3.4859e+00 +2.6170e+00
9252 +4.513913930e+02 +4.513913930e+02 +4.790313930e+02 +4.790313930e+02 +2.5720e+00 +1.4296e+00 -1.8629e+00 +6.6927e-01 +3.7575e+00 +1.6644e+00 -3.0098e+00 -2.5916e+00 -2.5529e+00 -1.2353e-01 +3.5345e-01 +3.6800e+00 +2.3958e+00 +2.4558e+00 +1.8853e-01 -2.3712e+00 +2.3040e+00 -3.5054e+00 -1.0330e+00 +3.1804e+00
14113 +4.378054235e+02 +4.378054235e+02 +4.654454235e+02 +4.654454235e+02 +3.8057e+00 +4.4167e-01 -1.8083e+00 +3.0679e+00 -3.1547e+00 -1.0304e+00 -4.1281e+00 -2.5783e+00 -3.3426e+00 -1.9611e+00 +3.9730e+00 +1.5244e+00 +1.5170e+00 -2.0559e+00 +4.2806e+00 +1.1400e+00 +9.5629e-01 -4.6832e+00 -1.8844e+00 -8.6431e-01
23950 +3.581475847e+02 +3.581475847e+02 +3.857875847e+02 +3.857875847e+02 +3.6985e+00 +2.8914e+00 -8.4752e-01 +3.4540e+00 +1.7859e+00 +3.2038e+00 -1.4132e+00 -2.9914e-01 -1.5897e+00 -4.1830e+00 +1.9857e+00 +2.9141e-01 -5.9945e-01 -2.3279e+00 +4.0193e+00 -2.3731e+00 -2.9783e-01 -3.2674e+00 -6.9057e-01 +3.7402e+00
39617 +3.279400722e+02 +3.279400722e+02 +3.555800722e+02 +3.555800722e+02 +1.1291e+00 -2.6600e-01 -4.0093e+00 +2.7426e+00 +1.7754e+00 +1.1652e+00 -8.3554e-01 -2.0617e+00 -1.8827e+00 -8.8376e-03 +2.5127e+00 +6.7142e-01 +1.3412e+00 -5.1178e-01 -6.4786e-01 -2.0729e+00 -4.3675e-01 -4.3151e+00 +5.0474e-01 -1.8428e+00
525760 +3.167402802e+02 +3.167402802e+02 +3.443802802e+02 +3.443802802e+02 +3.6072e+00 -2.2807e+00 -3.1733e+00 +1.7475e+00 -2.6350e-01 +1.1363e+00 +1.4470e+00 -2.8945e+00 -3.3347e+00 -3.2366e-01 +1.4211e+00 +2.7051e+00 +2.8966e+00 -1.9077e+00 -1.2691e+00 -6.3976e-01 +1.0148e+00 -4.3910e+00 -2.0513e+00 +9.2566e-01
3150117 +2.818642599e+02 +2.818642599e+02 +3.095042599e+02 +3.095042599e+02 +3.9706e+00 +1.2793e+00 -4.2524e+00 +3.2643e+00 +5.6969e-01 +1.4965e+00 -1.5184e+00 +1.0931e+00 -3.6209e+00 -1.6601e+00 +2.6506e+00 -3.0844e+00 +1.5588e+00 -3.3385e+00 -2.4470e+00 -2.7406e+00 -2.8041e-01 -4.5087e+00 -1.2122e+00 -1.3656e+00
7976399 +2.458165268e+02 +2.458165268e+02 +2.734565268e+02 +2.734565268e+02 +2.7255e+00 +5.1153e-01 -8.1594e-01 +2.1855e+00 -2.2252e+00 +4.3909e-01 -1.9062e+00 -1.1206e+00 -3.2947e+00 -1.7901e+00 +4.4313e+00 -2.4918e+00 +1.1960e+00 -4.2848e+00 +1.3245e-01 -1.9199e+00 -7.5108e-01 -3.2885e+00 +7.8113e-01 +1.9714e+00
55344941 +2.389158161e+02 +2.389158161e+02 +2.665558161e+02 +2.665558161e+02 +4.4047e+00 +5.4813e-02 -3.4929e+00 +9.4741e-01 +1.0137e+00 +3.0059e+00 -2.6013e+00 -9.6493e-01 -2.1906e+00 -6.8971e-01 +4.8454e+00 -1.4020e-01 +2.9260e+00 -1.4975e+00 +3.0114e+00 -2.4083e-01 +6.8455e-01 -2.7212e+00 -2.3036e+00 +2.2197e+00
112580820 +2.117537951e+02 +2.117537951e+02 +2.393937951e+02 +2.393937951e+02 +1.6601e+00 -2.0684e-01 -3.3565e+00 +1.0374e+00 +1.4612e+00 +7.9047e-01 +9.0666e-01 -4.5568e+00 -1.8094e+00 +1.2591e+00 +1.0167e+00 -6.9207e-01 +4.2857e+00 -3.4955e+00 +2.6619e+00 -3.1906e+00 +4.8498e-01 -2.1757e+00 -3.5669e+00 +4.0956e+00
% function evaluation | noise-free fitness - Fopt (-1.552000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.882296910e+03 +1.882296910e+03 +1.866776910e+03 +1.866776910e+03 +3.2700e+00 -3.6357e+00 +1.1692e+00 -3.2330e+00 +3.3157e+00 +1.5021e+00 -1.4487e+00 -2.2241e+00 -7.1138e-01 +2.0045e+00 +4.7083e+00 -3.9677e+00 -9.4334e-01 +2.1536e+00 +2.8355e+00 +6.7714e-01 +8.4569e-01 +7.0949e-01 -2.7815e+00 -2.7633e+00
2 +1.299250744e+03 +1.299250744e+03 +1.283730744e+03 +1.283730744e+03 -4.2850e+00 -2.9579e+00 +1.4376e+00 +1.8528e+00 -2.4618e+00 -1.7604e-01 -3.3624e+00 -1.9138e+00 -5.7823e-01 -5.1663e-01 -3.0403e+00 -3.0798e+00 +1.6499e+00 -2.8987e+00 +1.0214e+00 +2.0666e+00 -9.3401e-01 +2.3970e+00 -4.2033e+00 +5.8304e-01
9 +9.836291529e+02 +9.836291529e+02 +9.681091529e+02 +9.681091529e+02 -8.1837e-01 +3.6650e+00 -3.3508e-01 +2.8778e+00 -2.3865e+00 -3.4015e+00 -1.9418e+00 +2.1413e+00 +4.1265e+00 -3.8923e+00 -2.2382e+00 +2.5930e+00 -1.4528e+00 +3.2379e+00 -3.6865e+00 -7.0609e-01 +2.9415e+00 +3.9852e+00 +1.1935e+00 +3.6356e+00
22 +9.739759600e+02 +9.739759600e+02 +9.584559600e+02 +9.584559600e+02 +6.9389e-01 -4.2866e+00 +3.3566e+00 +3.5850e-01 -3.8747e+00 +2.2308e+00 +2.2513e+00 +1.7669e+00 -3.6522e+00 +2.2881e+00 +2.3755e+00 +3.4217e+00 +3.8308e+00 +2.2168e+00 +4.9302e+00 -2.2662e+00 +4.4178e+00 -4.6006e+00 +2.7492e+00 -1.2368e+00
31 +8.806156828e+02 +8.806156828e+02 +8.650956828e+02 +8.650956828e+02 -5.1402e-01 +1.3957e+00 +3.1396e+00 +3.5709e+00 -4.7070e+00 -4.2402e+00 +2.0388e+00 -2.2300e+00 +6.7743e-01 +3.0038e+00 +1.3440e+00 +4.7075e-01 +4.3115e+00 -6.0239e-02 +2.3102e+00 +1.5803e+00 -1.6956e+00 -4.3910e+00 +2.7712e+00 -8.1520e-01
72 +8.683475987e+02 +8.683475987e+02 +8.528275987e+02 +8.528275987e+02 +3.2303e+00 -2.4234e+00 +5.8904e-01 +4.5447e+00 -2.8897e+00 +3.4101e+00 -1.2329e+00 +1.2167e+00 -1.8231e+00 +2.0221e+00 +2.8878e+00 +1.4825e+00 +4.3605e+00 -3.1008e+00 -2.6170e+00 -1.2816e+00 +2.8736e+00 -4.2001e+00 +4.9499e+00 +4.0869e+00
80 +8.041516122e+02 +8.041516122e+02 +7.886316122e+02 +7.886316122e+02 +3.1830e+00 -2.2441e+00 +2.5565e+00 +3.0101e+00 +3.2097e-01 -3.3702e+00 +1.6825e+00 -2.9801e+00 -2.0571e+00 -3.8033e+00 -1.2981e+00 +3.1274e+00 +1.4244e+00 -2.8649e+00 +1.1445e+00 -4.4891e+00 +2.0953e+00 -3.0221e+00 -4.3027e+00 +3.4767e+00
134 +7.695991970e+02 +7.695991970e+02 +7.540791970e+02 +7.540791970e+02 +2.7166e-01 -2.1757e+00 +4.0900e+00 +1.1790e-01 -3.1085e+00 -2.6608e+00 -4.9681e+00 -4.1739e-02 +1.7328e+00 +2.8433e+00 -3.6758e+00 -4.8803e+00 -4.0049e+00 +1.9300e+00 -4.6080e+00 +2.7912e-01 +3.4644e+00 +1.8066e+00 -5.6032e-03 +1.6112e+00
144 +6.427101535e+02 +6.427101535e+02 +6.271901535e+02 +6.271901535e+02 -1.9013e+00 -5.9260e-01 +2.8442e+00 +8.8884e-01 +1.4040e+00 -1.6034e+00 -1.4749e+00 +1.5342e+00 -1.9133e+00 -4.0177e-01 -7.0824e-01 -4.1667e+00 -4.8507e-01 +4.0306e+00 -4.5186e+00 -4.7054e+00 +4.2109e+00 -7.0743e-01 +3.3205e+00 -1.8080e+00
470 +5.918863108e+02 +5.918863108e+02 +5.763663108e+02 +5.763663108e+02 +4.8176e-01 -8.1865e-01 +4.5282e+00 +1.3664e+00 -2.9317e+00 -1.2905e+00 +1.6340e+00 -1.3902e+00 -2.5497e+00 +2.0954e+00 +2.3191e+00 +6.6380e-01 -3.4177e+00 +3.4590e+00 -4.8549e+00 -4.6610e+00 +6.3781e-01 -3.4836e+00 +4.5994e-01 -2.8397e+00
1190 +5.493733949e+02 +5.493733949e+02 +5.338533949e+02 +5.338533949e+02 +4.7026e+00 -2.3278e+00 +2.9731e+00 -1.9800e+00 -4.9831e+00 -4.4687e+00 +2.0091e+00 -4.1476e+00 -1.0281e+00 -3.7854e+00 -1.8219e+00 +4.6639e-01 +3.2891e+00 +2.7994e+00 -2.2673e+00 -3.7206e+00 +1.6146e+00 -1.0200e+00 +5.2022e-01 +3.6911e-01
2760 +5.320801722e+02 +5.320801722e+02 +5.165601722e+02 +5.165601722e+02 +2.8768e-01 -2.9771e+00 +4.3803e+00 +1.0160e+00 -4.2655e+00 -4.8161e+00 +4.7327e+00 -1.1641e+00 -2.6416e+00 -3.5260e+00 -3.9543e+00 +2.2704e+00 +3.2170e+00 +4.3665e+00 -3.0109e+00 -1.5447e+00 +4.5469e-01 -6.7936e-01 -3.1378e-01 +4.2079e+00
3723 +5.226068868e+02 +5.226068868e+02 +5.070868868e+02 +5.070868868e+02 +3.0768e+00 -4.6273e+00 -1.5795e+00 +1.2115e+00 -2.3094e-01 -9.9643e-01 +1.5562e+00 -2.2231e+00 -3.7382e+00 -2.6077e+00 +3.9529e-01 -1.1766e+00 -7.5291e-01 +4.2499e+00 -1.9655e+00 -2.5641e+00 +1.1543e+00 +2.5767e-01 +4.6794e-01 +3.1745e+00
4298 +4.429061196e+02 +4.429061196e+02 +4.273861196e+02 +4.273861196e+02 -9.9064e-01 +8.4380e-01 +4.9096e+00 +2.1912e+00 +8.4597e-01 -3.8331e+00 +2.1641e+00 -8.9229e-01 +2.5100e-01 -1.7063e+00 -3.1877e-01 -4.1066e-01 +2.6142e+00 +5.6989e-01 -2.8813e+00 -3.9336e+00 -1.3002e+00 +1.2133e+00 +1.8148e+00 +8.8648e-01
24825 +4.248504252e+02 +4.248504252e+02 +4.093304252e+02 +4.093304252e+02 +4.1969e+00 -2.1556e-01 +2.4412e+00 +7.8125e-01 +2.0273e+00 -1.4437e+00 +1.0474e+00 -2.2531e+00 +4.7250e-01 -3.1447e+00 +1.8812e-01 -1.8835e+00 +3.3093e+00 -9.1079e-02 -4.2712e+00 -3.4870e+00 +2.1292e+00 -4.0603e+00 -5.4126e-01 +4.3318e+00
41187 +4.122263915e+02 +4.122263915e+02 +3.967063915e+02 +3.967063915e+02 +8.7769e-01 -1.9608e+00 +3.4635e+00 +3.6817e+00 -1.4373e-01 -3.6091e+00 -4.2216e+00 -1.5804e+00 +6.0812e-01 +2.4235e+00 -3.0558e+00 -4.9301e-01 +2.1966e+00 +1.1787e-01 -1.6783e+00 -5.2642e-01 +3.8033e+00 -5.5850e-01 -6.4299e-01 +2.0790e+00
50271 +3.764913867e+02 +3.764913867e+02 +3.609713867e+02 +3.609713867e+02 -1.2814e+00 -3.1278e+00 +1.4088e+00 +1.1613e+00 -2.2978e+00 +5.0823e-01 -2.1749e+00 +1.1818e-01 +1.2502e+00 -4.1910e+00 -2.8106e+00 -7.2175e-01 +3.3350e+00 +3.9858e+00 -4.0014e+00 -4.6370e+00 +1.1391e+00 -1.6220e+00 +2.8639e+00 +4.0447e+00
108703 +3.569749416e+02 +3.569749416e+02 +3.414549416e+02 +3.414549416e+02 +1.9807e-01 -2.5789e+00 +3.0188e+00 +3.8321e+00 -4.5274e-01 -2.7723e+00 +6.7337e-01 -3.1895e+00 -3.5132e-01 -6.6636e-01 -1.1857e+00 -2.1997e+00 +2.4302e+00 +1.7836e+00 -3.7560e+00 -3.1862e+00 +5.2796e-02 -3.9911e+00 -2.7994e+00 +4.0390e+00
186061 +3.442222604e+02 +3.442222604e+02 +3.287022604e+02 +3.287022604e+02 +3.9188e+00 -3.2964e+00 +2.2232e+00 -1.8760e+00 -2.7887e-01 +2.2106e+00 +5.4975e-01 +8.7966e-01 +1.4196e+00 +5.3033e-03 +3.5266e-01 -7.2143e-01 +4.3866e+00 +4.1579e+00 -3.8649e+00 -2.9856e+00 +3.9664e-01 -3.0381e+00 +4.0530e-01 +3.6242e+00
446343 +2.424553106e+02 +2.424553106e+02 +2.269353106e+02 +2.269353106e+02 +3.4546e+00 -1.2803e+00 +3.7584e+00 +1.5736e+00 -3.1222e+00 -3.0165e+00 +1.5048e-01 -1.0468e+00 -5.4522e-01 +1.8852e+00 +9.5834e-01 -1.0185e+00 +3.3705e+00 +3.4023e+00 -4.8757e+00 -4.5852e+00 +3.2644e+00 -2.2333e+00 +2.8808e+00 +3.3051e+00
17462359 +2.349338951e+02 +2.349338951e+02 +2.194138951e+02 +2.194138951e+02 +9.9007e-01 -7.9785e-01 +2.7393e+00 +1.8275e+00 -3.2737e+00 -1.4485e+00 +6.8778e-01 -1.1225e+00 -2.6237e+00 +6.5042e-01 +6.9356e-01 -1.0880e+00 +2.3301e+00 +4.5522e+00 -4.9073e+00 -4.4045e+00 +1.3797e+00 -2.3304e+00 -1.4581e+00 +6.0589e-01
127643446 +2.200917616e+02 +2.200917616e+02 +2.045717616e+02 +2.045717616e+02 +3.0508e+00 -2.5163e+00 +2.2983e+00 +3.4489e+00 -1.5407e+00 -1.2621e+00 -1.7703e+00 +4.0661e-01 +1.4058e+00 +8.2761e-01 +1.0142e+00 -6.6880e-01 +2.4738e+00 +1.6776e+00 -2.5346e+00 -3.1195e+00 +1.9440e+00 +1.0442e+00 +7.4393e-01 +1.6071e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
