% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1120 +8.427004542e+04 +8.427004542e+04 +8.449021542e+04 +8.449021542e+04 -3.8525e+00 -5.6125e-01 -4.2160e+00 +6.6413e-01 +8.9136e-01 -3.2409e+00 +2.9833e+00 -3.0185e+00 -1.5693e+00 -2.7976e+00 -3.1818e+00 -1.8880e+00 -3.9945e+00 -1.6826e+00 +2.5246e+00 +2.7033e+00 -3.4722e+00 -1.0493e+00 -2.7499e-01 +2.6214e+00
1134 +6.667585512e+04 +6.667585512e+04 +6.689602512e+04 +6.689602512e+04 -4.9175e+00 -1.9973e+00 +1.5184e+00 +3.5571e+00 -6.0992e-01 -9.1411e-02 +2.3999e+00 -4.3254e+00 -1.7270e+00 -4.8034e+00 -2.7145e+00 -3.3078e+00 +2.0623e+00 -3.1726e+00 -4.2301e+00 -1.7429e+00 -1.6030e+00 +9.8233e-01 -3.0817e+00 +5.0780e-01
3797 +4.495034083e+04 +4.495034083e+04 +4.517051083e+04 +4.517051083e+04 -1.5279e-01 -1.6410e+00 +1.5013e+00 +3.3899e+00 -6.2290e-01 -4.4708e-01 +1.2340e+00 -1.0905e+00 +2.7300e+00 +3.1000e-01 +1.0380e+00 +2.8095e+00 -1.7811e+00 -1.2131e+00 +3.1794e-01 +1.7300e+00 -1.6015e+00 +1.6185e+00 -9.6668e-01 +1.7742e+00
24509 +3.768767773e+04 +3.768767773e+04 +3.790784773e+04 +3.790784773e+04 -1.8881e+00 -4.2927e+00 -1.3913e+00 +2.2741e+00 -1.8164e+00 -4.7022e+00 +4.1659e+00 -1.1590e+00 +1.7964e-01 -3.2949e+00 -1.9364e+00 -3.6449e+00 -3.6521e+00 -2.3087e+00 -3.8558e+00 -5.3587e-02 -1.1421e+00 -1.2300e+00 -1.2753e+00 -2.2081e+00
38813 +3.262994110e+04 +3.262994110e+04 +3.285011110e+04 +3.285011110e+04 -4.0135e+00 -8.4163e-01 -2.3495e+00 +3.6140e+00 -2.2194e+00 -3.0494e+00 +4.6591e+00 -3.9091e+00 +1.8743e+00 +6.7828e-01 +4.3729e-01 -7.3350e-01 +2.5798e-01 -4.3018e+00 -3.2181e-01 +2.9784e+00 +2.2667e-03 -1.6539e+00 -4.0236e-01 -3.1988e+00
79444 +3.007345709e+04 +3.007345709e+04 +3.029362709e+04 +3.029362709e+04 -6.9458e-01 -3.5652e+00 +6.3995e-01 -2.7351e-01 +8.7795e-02 -1.2274e+00 -6.0660e-01 -1.6134e+00 +1.3533e+00 -2.2387e+00 +2.4445e-01 +7.0731e-01 -1.0676e+00 -2.6436e+00 -3.5616e+00 +4.0803e+00 +1.2221e+00 +2.7187e+00 +1.1088e+00 -4.7251e+00
104517 +2.763531098e+04 +2.763531098e+04 +2.785548098e+04 +2.785548098e+04 -9.0688e-01 -3.6253e+00 -3.5954e+00 -1.1252e+00 -2.9865e+00 -3.5912e+00 +2.1994e+00 -5.6582e-01 +1.3708e+00 -4.7755e+00 +1.0727e+00 -1.6306e+00 -7.7676e-01 -4.7582e+00 -1.2977e+00 +4.3149e-01 -1.3071e+00 +5.4562e-01 +9.2786e-01 +3.0659e+00
215047 +2.685541023e+04 +2.685541023e+04 +2.707558023e+04 +2.707558023e+04 +5.9336e-01 -1.7258e+00 -1.7614e+00 +3.4456e+00 -1.4933e+00 -4.9422e+00 +6.3624e-01 -4.3058e+00 -3.0591e-03 -2.4041e+00 -2.0448e+00 -1.7465e+00 -1.1036e+00 -2.8793e+00 +1.3954e+00 +3.9625e+00 -2.9562e+00 +1.2494e+00 +9.6623e-01 -3.1093e+00
253254 +2.391053692e+04 +2.391053692e+04 +2.413070692e+04 +2.413070692e+04 -9.5188e-01 -4.4058e+00 -3.1167e-01 +1.0515e+00 -4.8221e+00 -6.6133e-02 +2.5738e+00 -4.7540e+00 +6.1105e-01 -3.9526e+00 +2.5234e-01 +1.5494e+00 -3.2657e+00 -9.8351e-01 -2.7151e-01 +4.4165e-01 +1.9305e-01 -7.5779e-02 +2.5812e+00 +1.7993e+00
482553 +2.068214667e+04 +2.068214667e+04 +2.090231667e+04 +2.090231667e+04 -3.0821e+00 -3.3053e+00 -4.6826e+00 +1.6202e+00 -3.0420e+00 -3.4954e+00 +4.2984e+00 -1.6670e+00 +1.4090e+00 -2.6326e+00 -2.5286e+00 -1.1896e+00 -3.3277e+00 -2.1403e+00 -3.1158e-01 +2.4509e+00 -1.8192e+00 -6.9544e-01 +1.2843e+00 +4.8725e+00
1094932 +1.412223986e+04 +1.412223986e+04 +1.434240986e+04 +1.434240986e+04 -1.6685e+00 -1.6748e+00 -2.6147e+00 +3.8006e+00 -8.4453e-01 -7.3302e-01 -7.0991e-02 -3.3587e+00 +1.5678e+00 -1.1072e+00 -2.5592e+00 +7.3205e-02 -2.3809e+00 -4.0658e+00 -3.9672e+00 +3.5507e+00 -5.1094e-01 +1.2203e+00 -2.3268e+00 +2.9081e+00
6005821 +6.946536849e+03 +6.946536849e+03 +7.166706849e+03 +7.166706849e+03 -4.9092e+00 -1.6518e+00 -4.2883e-01 +2.2861e+00 -2.2173e+00 -9.3316e-01 +2.6757e+00 -1.9888e+00 +1.1085e+00 -1.5662e+00 +6.5203e-01 -4.7023e-01 -1.6073e+00 -1.9270e+00 -1.0044e+00 +1.1205e+00 -2.7170e+00 +1.4938e+00 -1.8027e+00 +2.0293e+00
14127529 +6.437032349e+03 +6.437032349e+03 +6.657202349e+03 +6.657202349e+03 -3.9210e+00 -1.2912e+00 -1.0731e+00 +9.7086e-01 -2.4942e+00 -2.1904e+00 +3.1560e-01 -2.1368e+00 -2.8906e-01 -2.4075e+00 -2.0034e+00 +5.8725e-01 -2.2812e+00 -1.7835e+00 -3.1030e+00 +2.3199e+00 -3.9845e+00 +2.3524e+00 +1.3544e+00 +9.9499e-01
59337258 +6.075767492e+03 +6.075767492e+03 +6.295937492e+03 +6.295937492e+03 -3.6223e+00 -7.8621e-01 -1.6344e+00 +2.8993e+00 -1.9237e+00 -2.7850e+00 +1.0659e-01 -3.7842e+00 -1.0777e+00 -1.9202e+00 +4.1407e-02 -5.0076e-01 -1.3295e+00 -4.6238e+00 -2.2460e+00 +5.1409e-01 -3.1829e+00 +3.0960e+00 +8.5800e-01 +1.6662e+00
66115445 +3.259034742e+03 +3.259034742e+03 +3.479204742e+03 +3.479204742e+03 -7.8350e-01 -4.0965e+00 -1.7219e+00 +1.1203e+00 -1.6375e+00 -7.7432e-01 +3.5044e+00 -3.4971e+00 -2.7467e-01 -3.3934e+00 -8.4880e-02 -1.0131e+00 -8.5454e-01 -3.0919e+00 -9.5355e-01 +2.5139e+00 -1.9755e+00 +9.3367e-01 +1.4482e+00 +3.6024e+00
% function evaluation | noise-free fitness - Fopt (3.707000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.827717180e+05 +1.827717180e+05 +1.828087880e+05 +1.828087880e+05 +3.6600e-01 -4.8449e+00 -1.8677e+00 +4.2550e+00 -4.1725e+00 +3.7729e+00 +2.9162e+00 +1.8728e+00 +4.3723e+00 +1.6270e+00 -2.1493e+00 -2.0835e+00 +9.0525e-01 +2.4085e+00 -2.2019e+00 +2.1100e+00 -3.6199e+00 +2.2871e+00 +1.3035e+00 -3.5764e+00
18 +1.289058356e+05 +1.289058356e+05 +1.289429056e+05 +1.289429056e+05 -4.9066e+00 -2.9470e+00 +3.4042e+00 +4.5191e+00 -2.6150e+00 -4.6167e+00 +1.8068e+00 -4.7080e+00 +8.4349e-01 -1.7122e+00 +1.5727e+00 +2.6305e+00 -1.3421e+00 -4.9105e-01 +4.7681e+00 +3.2672e+00 +1.7109e-01 -2.8146e+00 +3.3865e+00 +1.3436e+00
194 +1.013662817e+05 +1.013662817e+05 +1.014033517e+05 +1.014033517e+05 -1.6760e+00 -8.9527e-01 +9.1794e-01 +3.9290e+00 +2.5688e+00 -1.1046e+00 -1.4592e+00 +1.0813e+00 +4.5273e+00 +5.5812e-01 +2.5857e+00 +6.9554e-01 +8.9303e-01 -3.1047e+00 +3.4899e-02 -1.6728e+00 +2.1355e-01 +2.5250e-01 +1.2611e+00 +1.4285e+00
260 +4.484858842e+04 +4.484858842e+04 +4.488565842e+04 +4.488565842e+04 -1.1394e-02 -2.9200e+00 -1.2485e+00 +9.4056e-01 -4.3730e+00 -2.0330e+00 -9.7355e-01 -4.4396e+00 -1.7205e+00 -8.5269e-01 +2.9685e+00 +3.3337e+00 -1.4836e+00 -1.1120e+00 +1.1130e+00 +3.0436e+00 -1.7374e+00 +5.8674e-01 +1.4258e+00 +4.5570e+00
3655 +4.211493826e+04 +4.211493826e+04 +4.215200826e+04 +4.215200826e+04 -4.1728e+00 -3.2640e+00 +3.2267e-01 -8.9589e-01 +1.8723e+00 +4.3522e-01 +8.4366e-01 -2.6242e+00 +1.6884e+00 +2.9426e-01 +2.2994e-01 +1.0487e+00 -1.8702e+00 -6.3377e-01 -1.4050e+00 +2.6721e+00 +6.3316e-02 +1.6384e+00 -4.7775e-01 -3.9798e-01
6346 +4.030526167e+04 +4.030526167e+04 +4.034233167e+04 +4.034233167e+04 -4.3272e+00 -2.5221e+00 -1.2450e+00 -1.7197e-01 -2.0884e+00 -2.2909e+00 +1.1857e+00 -4.8315e+00 -7.0063e-01 -3.0252e+00 +4.0558e+00 +2.2949e+00 +3.0423e+00 +3.3915e-01 +3.3158e+00 -2.3754e+00 -2.4923e+00 +9.7248e-01 +7.7295e-01 -8.9482e-01
10789 +3.241428440e+04 +3.241428440e+04 +3.245135440e+04 +3.245135440e+04 -2.3896e+00 -2.4108e+00 -2.7631e+00 +6.0078e-01 -2.3965e+00 -3.5376e+00 +6.4838e-01 -1.2252e+00 -1.4229e+00 -5.6420e-01 +3.6433e+00 +3.7027e+00 +1.9716e-01 +3.3363e+00 +2.9197e+00 +1.7531e+00 -2.6817e+00 +1.5221e+00 +4.6256e-01 -2.9002e-03
84690 +2.759204726e+04 +2.759204726e+04 +2.762911726e+04 +2.762911726e+04 +2.3088e-01 -1.6596e+00 -8.0767e-01 +2.8219e+00 -3.3017e+00 +1.7327e+00 +3.7300e+00 -8.5304e-01 +2.5066e+00 +2.2518e+00 +1.0858e+00 -4.4140e-01 +3.6535e-01 +2.9213e+00 +4.4803e+00 +2.5798e+00 -3.5115e+00 +1.7413e+00 -1.9498e+00 -1.5658e+00
116955 +2.036532881e+04 +2.036532881e+04 +2.040239881e+04 +2.040239881e+04 -8.2303e-01 -2.8433e+00 -1.5911e+00 -5.4116e-01 -6.6912e-02 +2.1841e-01 +4.2683e+00 -1.1602e+00 +1.4130e-01 +2.4224e+00 +1.7558e+00 +4.3491e+00 +1.9613e+00 -4.4231e-01 +6.6032e-01 -1.7059e+00 -5.0697e-01 +2.9729e+00 -7.5369e-01 -2.1925e+00
144346 +1.413256893e+04 +1.413256893e+04 +1.416963893e+04 +1.416963893e+04 -3.9615e+00 -3.3081e+00 -1.4989e+00 +1.5252e+00 -3.6023e+00 +8.3443e-01 +5.7836e-01 -4.1635e+00 -1.4733e-01 -1.7109e+00 -1.8627e-02 +2.6135e+00 +1.5478e+00 +6.7583e-01 +2.7523e+00 -6.0461e-01 -1.8261e-01 +2.5398e+00 +2.8791e+00 +2.8797e+00
573475 +2.547330464e+03 +2.547330464e+03 +2.584400464e+03 +2.584400464e+03 -2.5075e+00 -2.1331e+00 -2.6113e+00 +3.0642e+00 -7.5240e-01 -7.0135e-01 +2.6381e+00 -1.1892e+00 +1.4671e+00 +3.1734e-01 +1.1587e+00 +1.2487e+00 +9.4106e-01 -8.5061e-01 +2.5445e+00 +1.3612e+00 -3.0271e+00 +1.3202e+00 -2.3763e-01 -1.6123e+00
% function evaluation | noise-free fitness - Fopt (-9.580000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.261195442e+05 +9.261195442e+05 +9.260237442e+05 +9.260237442e+05 +3.6204e+00 -4.1384e+00 +4.9894e+00 -3.4962e+00 +4.1941e+00 +4.5901e+00 +3.4370e-01 -8.4934e-01 -4.6559e+00 +1.7999e+00 -1.8994e+00 +2.6983e+00 -8.1160e-01 -2.9900e+00 -3.5344e-01 +5.4393e-01 +3.5162e+00 +3.4466e-01 +3.0956e+00 +1.2862e-01
2 +7.003388052e+05 +7.003388052e+05 +7.002430052e+05 +7.002430052e+05 +4.1873e+00 -3.7123e+00 -2.2446e+00 -5.0236e-01 -2.2944e+00 +1.1111e+00 +1.5773e+00 +1.2065e+00 -9.0735e-01 -1.8038e+00 +7.8312e-01 +2.1941e+00 -3.9257e+00 +1.0834e+00 +4.5936e+00 -3.2022e+00 +1.1353e+00 -4.1629e+00 -1.2076e-01 -3.5635e+00
3 +5.895336222e+05 +5.895336222e+05 +5.894378222e+05 +5.894378222e+05 +3.0003e+00 -2.8348e+00 +3.6458e+00 +8.4279e-01 -2.5407e+00 +4.5185e+00 +2.0770e+00 -4.8344e+00 +2.4301e+00 -1.0320e+00 -1.5213e+00 +4.7455e+00 -9.6748e-01 +3.2092e+00 -2.7694e+00 -1.2108e+00 +1.8943e+00 +9.7299e-01 +1.6423e-01 -4.7363e-01
4 +2.145200278e+05 +2.145200278e+05 +2.144242278e+05 +2.144242278e+05 -1.2599e+00 +4.9985e+00 -1.9741e+00 +3.0971e+00 -2.1117e+00 -7.9003e-01 +1.5624e+00 -1.1801e+00 -4.2228e-01 -3.6025e-01 +4.9541e-01 -1.4559e+00 +4.1671e+00 -3.3545e+00 +3.1731e+00 -3.3563e-01 +3.7391e+00 +1.3477e+00 -3.7512e+00 +1.0742e+00
20 +2.016681595e+05 +2.016681595e+05 +2.015723595e+05 +2.015723595e+05 -3.7333e+00 -2.4837e+00 -1.9231e+00 -2.4569e+00 -4.6122e+00 -3.4928e-01 -3.2227e+00 +1.2736e+00 -2.9931e+00 +1.3507e+00 -1.3854e+00 -2.5197e+00 -4.1555e+00 +3.8640e-01 -3.5868e+00 +3.6663e+00 +2.1459e+00 +2.2721e+00 -9.4182e-01 +4.6526e+00
29 +7.958255891e+04 +7.958255891e+04 +7.948675891e+04 +7.948675891e+04 +4.3381e-01 +3.7726e+00 +3.1852e-01 +2.8573e+00 +1.2360e+00 -7.2546e-01 +3.4780e+00 -3.8201e+00 -2.5700e+00 +2.3627e+00 -3.5073e+00 +2.7520e+00 +1.5190e+00 -3.2027e+00 -1.6865e+00 +3.0390e+00 +7.4151e-02 +2.0819e+00 -1.1627e+00 +4.8843e+00
543 +5.880706213e+04 +5.880706213e+04 +5.871126213e+04 +5.871126213e+04 -2.8588e+00 +2.8883e+00 -1.4882e+00 +2.1164e+00 -7.3943e-01 -6.1713e-02 +3.4289e-01 +1.5013e-01 +3.1997e+00 -9.6830e-01 -3.7526e+00 -8.3636e-01 +9.3600e-01 +1.1788e+00 -3.9113e+00 -2.0212e+00 +1.6777e+00 -3.0693e+00 +8.8255e-01 +2.8195e+00
3117 +5.549576444e+04 +5.549576444e+04 +5.539996444e+04 +5.539996444e+04 -2.9964e+00 -1.4832e+00 +1.5812e+00 +2.4740e+00 +2.1771e+00 -1.1493e+00 +1.9250e-01 -1.2076e+00 -1.5844e-01 -1.5443e+00 -3.9766e+00 +1.2027e+00 +4.1678e+00 -1.1386e+00 -3.1350e-01 -1.4035e+00 +4.7210e+00 +1.0896e+00 +1.7006e+00 -3.9058e+00
8992 +4.439007711e+04 +4.439007711e+04 +4.429427711e+04 +4.429427711e+04 -2.8588e-01 -4.3847e-01 -1.6833e-01 +1.7025e+00 +4.2474e-01 -2.1118e+00 -2.4274e-01 -1.3099e+00 +1.7302e+00 -3.0334e-01 -3.6056e+00 -1.3693e+00 -2.2663e+00 +2.3390e+00 -6.6282e-02 -5.8821e-01 +5.8187e-01 -1.5150e+00 +5.1564e-01 -1.1859e-01
13595 +3.093571660e+04 +3.093571660e+04 +3.083991660e+04 +3.083991660e+04 -1.7750e+00 -2.4350e+00 -7.1159e-01 +2.1846e+00 -2.3616e+00 -1.3833e+00 -9.7605e-01 +2.0971e-02 +3.6536e-01 +2.2834e+00 -4.9849e+00 +2.4634e+00 -9.3235e-01 -1.9311e-01 +1.4363e+00 +1.7221e+00 +1.7174e+00 -2.1959e+00 +2.1240e+00 -1.4391e+00
54452 +2.307980629e+04 +2.307980629e+04 +2.298400629e+04 +2.298400629e+04 -4.8801e+00 -2.4505e-01 -4.6352e+00 +4.4627e+00 +1.1412e+00 +1.5351e-01 +2.0298e+00 -9.4087e-01 -1.2668e+00 -2.3859e+00 -3.3079e+00 +6.7942e-01 +7.7081e-01 -2.3890e+00 +1.0115e+00 -1.7465e+00 +3.4721e+00 +1.7507e+00 +3.8485e+00 +5.6886e-01
299694 +2.145766575e+04 +2.145766575e+04 +2.136186575e+04 +2.136186575e+04 -4.6986e+00 -2.0571e+00 -3.8868e+00 +3.9320e+00 -6.6796e-01 -2.5166e+00 -3.8345e-01 -2.8735e+00 -1.0864e+00 +1.8792e-01 -2.1061e+00 +9.6584e-01 +2.4419e+00 -9.4979e-01 -4.9125e-01 -1.2498e+00 +1.2277e+00 -3.0790e+00 +2.2341e+00 +2.7268e+00
620707 +2.091455987e+04 +2.091455987e+04 +2.081875987e+04 +2.081875987e+04 -5.0633e-01 +7.1482e-01 -2.6947e-01 +2.4096e+00 -3.1957e+00 -2.0861e+00 +2.1805e+00 -6.2291e-01 +6.1356e-01 +5.2316e-01 -2.9023e+00 -1.4779e+00 -1.3859e+00 -1.3443e+00 -1.8566e+00 +1.7096e+00 +1.4188e+00 +6.7428e-01 +1.1379e+00 -3.0648e+00
1016363 +1.835563310e+04 +1.835563310e+04 +1.825983310e+04 +1.825983310e+04 -2.7674e+00 -8.8289e-01 -2.9709e+00 +3.7198e+00 -2.5892e-01 -2.9586e+00 -4.8388e-01 -3.0048e+00 +2.6951e+00 +1.1481e+00 -4.8028e+00 +2.8194e+00 +3.7034e+00 -4.5078e-02 -1.1364e+00 -7.3252e-01 +2.3912e+00 -2.2227e-01 +2.6145e+00 +4.5025e+00
1309701 +1.418425288e+04 +1.418425288e+04 +1.408845288e+04 +1.408845288e+04 -2.6251e+00 +1.1388e+00 -2.1470e+00 +3.9068e+00 -9.9994e-01 +6.0220e-01 +1.7509e+00 -4.2880e-02 -2.2347e+00 +1.1801e+00 -4.6560e+00 +1.1326e+00 -8.6788e-01 +2.4090e-01 +4.0052e-02 +9.4620e-01 +5.9935e-01 +2.7630e-01 +1.9324e+00 -3.4731e+00
1415838 +1.362266775e+04 +1.362266775e+04 +1.352686775e+04 +1.352686775e+04 -3.7824e+00 -1.4629e+00 -7.2637e-01 +2.2958e+00 -2.6979e+00 -2.7807e+00 +1.8260e+00 +5.7226e-01 +1.8945e+00 -2.1426e+00 -3.7421e+00 -3.1347e-01 -3.7730e-01 +4.7067e-02 -1.0556e+00 +1.8956e+00 +3.3562e+00 -2.7242e+00 +3.4404e+00 +2.0603e+00
1485275 +7.958538984e+03 +7.958538984e+03 +7.862738984e+03 +7.862738984e+03 -3.8459e+00 +4.3601e-01 -3.0861e+00 -2.8839e-01 -1.7243e+00 -2.0502e+00 +2.1904e+00 -1.9006e+00 +1.9244e+00 +2.1074e-01 -2.1054e+00 +1.7803e+00 +3.1466e+00 -8.7566e-01 -1.5619e+00 +7.2964e-01 +4.0882e-02 -7.5014e-01 +2.2372e+00 +3.4425e+00
23793996 +4.931144280e+03 +4.931144280e+03 +4.835344280e+03 +4.835344280e+03 -3.9320e+00 +1.1529e+00 -1.6367e+00 +2.9674e+00 -1.9240e+00 -1.3667e+00 +1.3283e+00 -2.6211e-01 +1.4091e-01 -1.3945e+00 -2.1341e+00 +9.2447e-01 +1.2131e+00 -2.7237e+00 +5.4912e-01 +7.8206e-01 -6.7596e-01 -1.2607e+00 +5.8224e-01 +4.0775e+00
% function evaluation | noise-free fitness - Fopt (5.860000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.362321425e+05 +9.362321425e+05 +9.362907425e+05 +9.362907425e+05 +2.6818e+00 -4.5273e+00 -4.1330e+00 -3.4648e+00 -3.6216e+00 -1.1317e+00 -3.5488e+00 -8.5915e-01 -8.5315e-01 -1.0295e+00 +3.9772e+00 -2.5712e+00 -3.1494e+00 +3.7036e+00 +1.9177e+00 -2.6391e+00 -3.9110e+00 -4.5920e+00 +4.3099e+00 -3.9586e+00
2 +8.044221259e+05 +8.044221259e+05 +8.044807259e+05 +8.044807259e+05 -2.7891e+00 +4.1662e+00 -4.9128e+00 -4.8427e+00 -3.8089e+00 -1.3329e+00 -2.7321e+00 +6.8576e-01 +3.7914e+00 +3.7753e+00 -2.0996e-01 +3.0289e+00 +2.9049e-02 +4.9014e+00 -3.3661e+00 -3.0300e+00 +7.4042e-01 +2.3499e+00 -5.1483e-01 -3.8447e+00
4 +5.292152462e+05 +5.292152462e+05 +5.292738462e+05 +5.292738462e+05 +2.1744e+00 -4.0324e+00 +4.0886e+00 -2.4336e+00 +1.5376e+00 -3.5598e+00 -2.5627e+00 +8.9517e-01 +7.8393e-02 -3.8371e+00 +7.1428e-01 +2.8151e+00 -4.3848e+00 -2.4302e+00 -3.7305e+00 -4.9407e+00 +4.3758e+00 +7.4225e-01 +5.2632e-01 -1.2677e+00
6 +3.495533567e+05 +3.495533567e+05 +3.496119567e+05 +3.496119567e+05 -3.8459e+00 -2.2104e-01 -1.3650e+00 -1.4388e+00 -1.4068e+00 -3.0640e+00 +1.3591e+00 -9.9616e-02 +4.5918e+00 -3.1396e+00 -4.0502e+00 +6.5712e-01 -4.2886e-01 +5.8779e-01 +2.2964e+00 +3.0160e+00 -2.0136e+00 +4.9693e+00 +3.0553e+00 +4.8133e+00
12 +3.031013529e+05 +3.031013529e+05 +3.031599529e+05 +3.031599529e+05 +1.9823e+00 +4.8798e+00 +5.2755e-01 -1.2412e+00 -4.1334e+00 -2.4102e+00 +4.2442e+00 +1.7553e+00 -2.3133e+00 +6.8778e-01 -1.5246e-01 -4.1505e+00 +2.2483e+00 +1.3446e+00 +4.6960e+00 -3.6997e+00 -9.0180e-01 +3.0468e-01 -1.2236e+00 +4.8555e+00
32 +2.996980734e+05 +2.996980734e+05 +2.997566734e+05 +2.997566734e+05 +1.7616e+00 +2.8990e+00 +3.4387e+00 +2.2372e+00 +2.2149e+00 -3.7695e+00 +6.3429e-01 +1.0074e+00 +2.3069e+00 -1.3532e+00 -1.4780e+00 -9.3044e-02 -3.5269e+00 -3.5404e+00 -1.2116e+00 -3.6920e+00 -2.6795e+00 -9.4625e-01 -2.2953e+00 -1.0451e+00
60 +2.939371128e+05 +2.939371128e+05 +2.939957128e+05 +2.939957128e+05 -4.5223e+00 -1.3632e+00 -2.9529e+00 -6.5710e-01 -6.8073e-03 -3.2367e+00 -2.8279e+00 -7.7851e-01 -7.5052e-01 -2.4322e+00 +3.1135e+00 +4.3383e-01 +2.9748e+00 -4.0575e+00 -1.9174e-01 -3.0825e+00 -4.3859e-01 -1.3402e+00 +3.9625e+00 +1.8150e+00
100 +1.750946611e+05 +1.750946611e+05 +1.751532611e+05 +1.751532611e+05 -4.6660e+00 +3.6565e+00 -3.8905e+00 -3.8071e+00 -3.5254e+00 -1.6035e+00 -2.0211e+00 +7.1027e-01 -2.4982e+00 +2.4724e+00 -4.6023e+00 -6.9021e-01 +1.5354e+00 -3.6790e+00 -2.8063e+00 -4.6995e+00 -1.3395e+00 -2.9756e+00 +3.7158e+00 -8.1110e-01
137 +1.137230762e+05 +1.137230762e+05 +1.137816762e+05 +1.137816762e+05 -1.1319e+00 +1.3256e+00 -1.2976e+00 +2.3624e-01 -1.4895e+00 -3.1961e+00 -2.8172e+00 -1.0477e+00 +8.5085e-01 -1.0268e+00 -1.5518e+00 -2.1029e+00 +3.9123e-01 -4.2741e+00 +3.8984e+00 -1.6036e-01 -4.5976e+00 -8.8274e-01 -4.4577e+00 -1.9066e+00
168 +1.043989150e+05 +1.043989150e+05 +1.044575150e+05 +1.044575150e+05 -3.2556e+00 -2.8427e+00 -4.8390e+00 -1.4205e+00 -4.0551e+00 -6.5344e-01 +1.1886e+00 -2.9718e+00 -3.2166e+00 -4.6291e+00 -3.8786e+00 -1.2174e+00 -1.3467e+00 +3.2980e-01 -1.7235e+00 -1.9416e+00 -6.0399e-01 +4.3234e+00 +5.7111e-01 +9.2031e-01
567 +7.664872695e+04 +7.664872695e+04 +7.670732695e+04 +7.670732695e+04 -4.4451e+00 -1.6728e+00 -1.2628e+00 +8.0434e-01 -3.6047e+00 -3.6183e-01 +5.6899e-01 -1.5799e-01 -1.5651e+00 +1.9676e+00 -3.4127e+00 -9.2877e-02 -5.8461e-01 -3.8726e+00 -4.9809e-01 -4.2793e+00 +2.2187e+00 -2.5805e+00 -3.4432e-01 -3.5420e+00
2391 +7.232840537e+04 +7.232840537e+04 +7.238700537e+04 +7.238700537e+04 +1.1246e+00 +2.9773e+00 -3.5621e-01 -4.9623e+00 -2.4898e+00 -1.8462e+00 -1.9024e+00 -3.6104e+00 -4.1350e+00 -2.9396e+00 -3.7967e+00 -2.5545e+00 +6.0753e-01 -1.1081e+00 -2.7974e+00 -1.3419e+00 -3.0833e+00 +3.6116e+00 +6.2263e-01 -3.5538e+00
2494 +6.814463869e+04 +6.814463869e+04 +6.820323869e+04 +6.820323869e+04 -2.4120e+00 +1.3205e+00 +2.0560e+00 -2.0883e+00 -3.6018e+00 -1.8847e+00 -2.5252e+00 +7.8898e-01 +5.8757e-01 +6.3658e-02 -1.3006e+00 -3.0718e+00 -1.0589e+00 -1.8311e+00 -3.1013e+00 -3.2463e+00 +2.3253e+00 +5.8572e-01 -4.2378e+00 +3.1590e+00
4015 +6.440018538e+04 +6.440018538e+04 +6.445878538e+04 +6.445878538e+04 -3.3962e+00 -3.8855e+00 -2.4779e+00 -7.3720e-02 -1.1930e+00 -9.0428e-01 +1.3406e+00 -4.0303e+00 +5.0646e-01 -1.0157e+00 -1.7302e-01 +7.8693e-01 +2.4628e+00 -2.1936e+00 -2.1014e+00 +1.1734e+00 +2.0036e+00 +4.6498e-01 -1.1308e+00 -2.8996e+00
5932 +6.248506847e+04 +6.248506847e+04 +6.254366847e+04 +6.254366847e+04 -3.8476e+00 -5.0020e-01 +5.0384e-01 -2.3374e+00 -1.3502e+00 -2.2722e+00 +8.8487e-01 +6.8183e-01 -3.7689e+00 +2.5512e-01 -1.7542e+00 -3.3602e+00 +3.7988e+00 -2.4848e+00 -9.2869e-01 -4.9793e+00 -3.7341e+00 +2.5705e+00 -3.4905e+00 +3.3552e+00
16073 +3.908545634e+04 +3.908545634e+04 +3.914405634e+04 +3.914405634e+04 -5.9873e-01 -1.3409e+00 +8.9170e-01 -1.7471e+00 -1.3967e+00 -4.0791e+00 +3.7375e+00 -4.1464e+00 -1.7847e-01 -3.4559e+00 -5.7399e-01 -1.8348e+00 +2.1343e+00 -3.5988e+00 +1.6411e+00 -2.1062e+00 -4.1354e+00 +1.0153e+00 -1.6088e+00 -1.1511e+00
16226 +2.455355061e+04 +2.455355061e+04 +2.461215061e+04 +2.461215061e+04 -3.4290e+00 -3.6862e+00 +9.8015e-01 -4.3967e-01 -1.3135e+00 -2.0517e+00 +4.5338e+00 -2.2541e+00 -2.0915e+00 +1.3896e+00 -4.4057e+00 -1.7366e+00 +1.0375e+00 -3.9443e+00 +5.2651e-01 -7.1306e-01 -6.6650e-01 -5.4492e-01 +1.4954e+00 +2.8918e+00
